fid,cat,cat_,cat__1_1,cat__1,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
1221,"1221","1340","4036","1525",Looc,PH175103000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175103000",2019-12-31,147868.671000000002095,129247502.700000002980232,120.274000000000001,13.744999999999999
1222,"1222","1341","4037","1527",Magsaysay,PH175105000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175105000",2019-12-31,103870.869000000006054,260311258.599999994039536,121.188000000000002,12.337000000000000
1223,"1223","1342","4038","1527",Magsaysay,PH175105000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175105000",2019-12-31,103870.869000000006054,260311258.599999994039536,121.188000000000002,12.337000000000000
1224,"1224","1343","4039","1531",Sablayan,PH175109000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175109000",2019-12-31,223476.619000000006054,2103425730.000000000000000,121.031999999999996,12.888999999999999
1225,"1225","1344","4040","1531",Sablayan,PH175109000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175109000",2019-12-31,223476.619000000006054,2103425730.000000000000000,121.031999999999996,12.888999999999999
1226,"1226","1345","4041","1532",San Jose,PH175110000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175110000",2019-12-31,244356.475000000005821,610717091.200000047683716,121.134000000000000,12.455000000000000
1227,"1227","1346","4042","1532",San Jose,PH175110000,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,"175110000",2019-12-31,244356.475000000005821,610717091.200000047683716,121.134000000000000,12.455000000000000
1228,"1228","1347","4043","1537",Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175204000",2019-12-31,175022.386999999987893,352806136.600000023841858,121.314999999999998,12.372999999999999
1229,"1229","1348","4044","1537",Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175204000",2019-12-31,175022.386999999987893,352806136.600000023841858,121.314999999999998,12.372999999999999
1230,"1230","1349","4045","1537",Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175204000",2019-12-31,175022.386999999987893,352806136.600000023841858,121.314999999999998,12.372999999999999
1231,"1231","1350","4046","1537",Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175204000",2019-12-31,175022.386999999987893,352806136.600000023841858,121.314999999999998,12.372999999999999
1232,"1232","1351","4047","1537",Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175204000",2019-12-31,175022.386999999987893,352806136.600000023841858,121.314999999999998,12.372999999999999
1233,"1233","1352","4048","1537",Bulalacao,PH175204000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175204000",2019-12-31,175022.386999999987893,352806136.600000023841858,121.314999999999998,12.372999999999999
1234,"1234","1353","4049","1538",City of Calapan,PH175205000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175205000",2019-12-31,79657.282000000006519,185419054.800000011920929,121.186999999999998,13.353999999999999
1235,"1235","1354","4050","1538",City of Calapan,PH175205000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175205000",2019-12-31,79657.282000000006519,185419054.800000011920929,121.186999999999998,13.353999999999999
1236,"1236","1355","4051","1538",City of Calapan,PH175205000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175205000",2019-12-31,79657.282000000006519,185419054.800000011920929,121.186999999999998,13.353999999999999
1237,"1237","1356","4052","1541",Naujan,PH175208000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175208000",2019-12-31,166370.048999999999069,574742009.200000047683716,121.183999999999997,13.228999999999999
1238,"1238","1357","4053","1544",Puerto Galera,PH175211000,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,"175211000",2019-12-31,88273.619000000006054,109362764.500000000000000,120.936000000000007,13.461000000000000
1239,"1239","1358","4054","1549",Aborlan,PH175301000,Palawan,PH175300000,Region IV-B,PH170000000,"175301000",2019-12-31,176492.654000000009546,771121276.500000000000000,118.444999999999993,9.507999999999999
1240,"1240","1359","4055","1549",Aborlan,PH175301000,Palawan,PH175300000,Region IV-B,PH170000000,"175301000",2019-12-31,176492.654000000009546,771121276.500000000000000,118.444999999999993,9.507999999999999
1241,"1241","1360","4056","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1242,"1242","1361","4057","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1243,"1243","1362","4058","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1244,"1244","1363","4059","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1245,"1245","1364","4060","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1246,"1246","1365","4061","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1247,"1247","1366","4062","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1248,"1248","1367","4063","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1249,"1249","1368","4064","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1250,"1250","1369","4065","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1251,"1251","1370","4066","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1252,"1252","1371","4067","1550",Agutaya,PH175302000,Palawan,PH175300000,Region IV-B,PH170000000,"175302000",2019-12-31,79370.649000000004889,30970638.149999998509884,120.921999999999997,11.254000000000000
1253,"1253","1372","4068","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1254,"1254","1373","4069","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1255,"1255","1374","4070","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1256,"1256","1375","4071","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1257,"1257","1376","4072","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1258,"1258","1377","4073","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1259,"1259","1378","4074","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1260,"1260","1379","4075","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1261,"1261","1380","4076","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1262,"1262","1381","4077","1551",Araceli,PH175303000,Palawan,PH175300000,Region IV-B,PH170000000,"175303000",2019-12-31,165440.070999999996275,174119055.699999988079071,119.912999999999997,10.579000000000001
1263,"1263","1382","4078","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1264,"1264","1383","4079","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1265,"1265","1384","4080","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1266,"1266","1385","4081","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1267,"1267","1386","4082","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1268,"1268","1387","4083","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1269,"1269","1388","4084","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1270,"1270","1389","4085","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1271,"1271","1390","4086","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1272,"1272","1391","4087","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1273,"1273","1392","4088","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1274,"1274","1393","4089","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1275,"1275","1394","4090","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1276,"1276","1395","4091","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1277,"1277","1396","4092","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1278,"1278","1397","4093","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1279,"1279","1398","4094","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1280,"1280","1399","4095","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1281,"1281","1400","4096","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1282,"1282","1401","4097","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1283,"1283","1402","4098","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1284,"1284","1403","4099","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1285,"1285","1404","4100","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1286,"1286","1405","4101","1552",Balabac,PH175304000,Palawan,PH175300000,Region IV-B,PH170000000,"175304000",2019-12-31,435693.837999999988824,559121296.700000047683716,117.108999999999995,8.067000000000000
1287,"1287","1406","4102","1553",Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,"175305000",2019-12-31,263455.808000000019092,688550173.799999952316284,117.424000000000007,8.566000000000001
1288,"1288","1407","4103","1553",Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,"175305000",2019-12-31,263455.808000000019092,688550173.799999952316284,117.424000000000007,8.566000000000001
1289,"1289","1408","4104","1553",Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,"175305000",2019-12-31,263455.808000000019092,688550173.799999952316284,117.424000000000007,8.566000000000001
1290,"1290","1409","4105","1553",Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,"175305000",2019-12-31,263455.808000000019092,688550173.799999952316284,117.424000000000007,8.566000000000001
1291,"1291","1410","4106","1553",Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,"175305000",2019-12-31,263455.808000000019092,688550173.799999952316284,117.424000000000007,8.566000000000001
1292,"1292","1411","4107","1553",Bataraza,PH175305000,Palawan,PH175300000,Region IV-B,PH170000000,"175305000",2019-12-31,263455.808000000019092,688550173.799999952316284,117.424000000000007,8.566000000000001
1293,"1293","1412","4108","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1294,"1294","1413","4109","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1295,"1295","1414","4110","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1296,"1296","1415","4111","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1297,"1297","1416","4112","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1298,"1298","1417","4113","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1299,"1299","1418","4114","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1300,"1300","1419","4115","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1301,"1301","1420","4116","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1302,"1302","1421","4117","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1303,"1303","1422","4118","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1304,"1304","1423","4119","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1305,"1305","1424","4120","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1306,"1306","1425","4121","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1307,"1307","1426","4122","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1308,"1308","1427","4123","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1309,"1309","1428","4124","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1310,"1310","1429","4125","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1311,"1311","1430","4126","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1312,"1312","1431","4127","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1313,"1313","1432","4128","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1314,"1314","1433","4129","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1315,"1315","1434","4130","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1316,"1316","1435","4131","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1317,"1317","1436","4132","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1318,"1318","1437","4133","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1319,"1319","1438","4134","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1320,"1320","1439","4135","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1321,"1321","1440","4136","1555",Busuanga,PH175307000,Palawan,PH175300000,Region IV-B,PH170000000,"175307000",2019-12-31,354291.178000000014435,404538678.600000023841858,119.956999999999994,12.173000000000000
1322,"1322","1441","4137","1556",Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,"175308000",2019-12-31,79681.592999999993481,12306573.609999999403954,121.174999999999997,9.583000000000000
1323,"1323","1442","4138","1556",Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,"175308000",2019-12-31,79681.592999999993481,12306573.609999999403954,121.174999999999997,9.583000000000000
1324,"1324","1443","4139","1556",Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,"175308000",2019-12-31,79681.592999999993481,12306573.609999999403954,121.174999999999997,9.583000000000000
1325,"1325","1444","4140","1556",Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,"175308000",2019-12-31,79681.592999999993481,12306573.609999999403954,121.174999999999997,9.583000000000000
1326,"1326","1445","4141","1556",Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,"175308000",2019-12-31,79681.592999999993481,12306573.609999999403954,121.174999999999997,9.583000000000000
1327,"1327","1446","4142","1556",Cagayancillo,PH175308000,Palawan,PH175300000,Region IV-B,PH170000000,"175308000",2019-12-31,79681.592999999993481,12306573.609999999403954,121.174999999999997,9.583000000000000
1328,"1328","1447","4143","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1329,"1329","1448","4144","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1330,"1330","1449","4145","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1331,"1331","1450","4146","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1332,"1332","1451","4147","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1333,"1333","1452","4148","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1334,"1334","1453","4149","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1335,"1335","1454","4150","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1336,"1336","1455","4151","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1337,"1337","1456","4152","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1338,"1338","1457","4153","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1339,"1339","1458","4154","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1340,"1340","1459","4155","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1341,"1341","1460","4156","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1342,"1342","1461","4157","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1343,"1343","1462","4158","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1344,"1344","1463","4159","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1345,"1345","1464","4160","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1346,"1346","1465","4161","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1347,"1347","1466","4162","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1348,"1348","1467","4163","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1349,"1349","1468","4164","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1350,"1350","1469","4165","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1351,"1351","1470","4166","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1352,"1352","1471","4167","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1353,"1353","1472","4168","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1354,"1354","1473","4169","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1355,"1355","1474","4170","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1356,"1356","1475","4171","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1357,"1357","1476","4172","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1358,"1358","1477","4173","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1359,"1359","1478","4174","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
1360,"1360","1479","4175","1557",Coron,PH175309000,Palawan,PH175300000,Region IV-B,PH170000000,"175309000",2019-12-31,740705.103000000002794,694415349.000000000000000,120.174999999999997,12.053000000000001
