Shape_Leng,Shape_Area,ADM0_EN,ADM0_PCODE,date,validOn,validTo
0.00098245842,0.00000005441,Philippines (the),PH,2022/11/09,2023/11/06,
0.02212291708,0.00001567931,Philippines (the),PH,2022/11/09,2023/11/06,
0.00054698099,0.00000002100,Philippines (the),PH,2022/11/09,2023/11/06,
0.00121845930,0.00000009390,Philippines (the),PH,2022/11/09,2023/11/06,
0.00298336505,0.00000027215,Philippines (the),PH,2022/11/09,2023/11/06,
0.02620333708,0.00000388723,Philippines (the),PH,2022/11/09,2023/11/06,
0.01951880106,0.00001830277,Philippines (the),PH,2022/11/09,2023/11/06,
0.00163977385,0.00000015830,Philippines (the),PH,2022/11/09,2023/11/06,
0.01443197361,0.00000840123,Philippines (the),PH,2022/11/09,2023/11/06,
0.01005673490,0.00000569411,Philippines (the),PH,2022/11/09,2023/11/06,
0.00337287425,0.00000051366,Philippines (the),PH,2022/11/09,2023/11/06,
0.01213326248,0.00000130216,Philippines (the),PH,2022/11/09,2023/11/06,
0.00286597179,0.00000015626,Philippines (the),PH,2022/11/09,2023/11/06,
0.00095927563,0.00000005092,Philippines (the),PH,2022/11/09,2023/11/06,
0.00127617589,0.00000007198,Philippines (the),PH,2022/11/09,2023/11/06,
0.00115463816,0.00000006232,Philippines (the),PH,2022/11/09,2023/11/06,
0.00165630230,0.00000009403,Philippines (the),PH,2022/11/09,2023/11/06,
0.00284942573,0.00000032335,Philippines (the),PH,2022/11/09,2023/11/06,
0.00181544080,0.00000014334,Philippines (the),PH,2022/11/09,2023/11/06,
0.02220070821,0.00000205737,Philippines (the),PH,2022/11/09,2023/11/06,
0.00155280348,0.00000007132,Philippines (the),PH,2022/11/09,2023/11/06,
0.02360712079,0.00000322253,Philippines (the),PH,2022/11/09,2023/11/06,
0.02175331173,0.00000232080,Philippines (the),PH,2022/11/09,2023/11/06,
0.00897955658,0.00000487217,Philippines (the),PH,2022/11/09,2023/11/06,
0.37850068754,0.00130397429,Philippines (the),PH,2022/11/09,2023/11/06,
0.00048903085,0.00000001620,Philippines (the),PH,2022/11/09,2023/11/06,
0.00600926652,0.00000056931,Philippines (the),PH,2022/11/09,2023/11/06,
0.00293171371,0.00000039220,Philippines (the),PH,2022/11/09,2023/11/06,
0.00060498521,0.00000002769,Philippines (the),PH,2022/11/09,2023/11/06,
0.00063512754,0.00000002573,Philippines (the),PH,2022/11/09,2023/11/06,
0.00355256148,0.00000028869,Philippines (the),PH,2022/11/09,2023/11/06,
0.00076140881,0.00000003920,Philippines (the),PH,2022/11/09,2023/11/06,
0.01104297402,0.00000191428,Philippines (the),PH,2022/11/09,2023/11/06,
0.00051237413,0.00000001882,Philippines (the),PH,2022/11/09,2023/11/06,
0.00199311828,0.00000018571,Philippines (the),PH,2022/11/09,2023/11/06,
0.00373086457,0.00000028263,Philippines (the),PH,2022/11/09,2023/11/06,
0.00332127475,0.00000066683,Philippines (the),PH,2022/11/09,2023/11/06,
0.00081329097,0.00000004522,Philippines (the),PH,2022/11/09,2023/11/06,
0.00566464041,0.00000227615,Philippines (the),PH,2022/11/09,2023/11/06,
0.02812084176,0.00001382772,Philippines (the),PH,2022/11/09,2023/11/06,
0.01400542396,0.00000933801,Philippines (the),PH,2022/11/09,2023/11/06,
0.01097592620,0.00000133565,Philippines (the),PH,2022/11/09,2023/11/06,
0.00465029068,0.00000156648,Philippines (the),PH,2022/11/09,2023/11/06,
0.00519739973,0.00000172803,Philippines (the),PH,2022/11/09,2023/11/06,
0.00647154966,0.00000079407,Philippines (the),PH,2022/11/09,2023/11/06,
0.00056607532,0.00000002424,Philippines (the),PH,2022/11/09,2023/11/06,
0.00048113017,0.00000001776,Philippines (the),PH,2022/11/09,2023/11/06,
0.00054278161,0.00000002079,Philippines (the),PH,2022/11/09,2023/11/06,
0.00057801501,0.00000002554,Philippines (the),PH,2022/11/09,2023/11/06,
0.00164928784,0.00000013195,Philippines (the),PH,2022/11/09,2023/11/06,
0.00084894371,0.00000005270,Philippines (the),PH,2022/11/09,2023/11/06,
0.00459582090,0.00000065113,Philippines (the),PH,2022/11/09,2023/11/06,
0.00146907387,0.00000011963,Philippines (the),PH,2022/11/09,2023/11/06,
0.23061401635,0.00087015889,Philippines (the),PH,2022/11/09,2023/11/06,
0.00030279554,0.00000000698,Philippines (the),PH,2022/11/09,2023/11/06,
0.00038801225,0.00000000994,Philippines (the),PH,2022/11/09,2023/11/06,
0.00196024454,0.00000016423,Philippines (the),PH,2022/11/09,2023/11/06,
0.19232910248,0.00050007806,Philippines (the),PH,2022/11/09,2023/11/06,
0.04461614135,0.00003481069,Philippines (the),PH,2022/11/09,2023/11/06,
0.08368742970,0.00018806588,Philippines (the),PH,2022/11/09,2023/11/06,
0.00042081217,0.00000001313,Philippines (the),PH,2022/11/09,2023/11/06,
0.00032586918,0.00000000741,Philippines (the),PH,2022/11/09,2023/11/06,
0.00052886779,0.00000001867,Philippines (the),PH,2022/11/09,2023/11/06,
0.00040363818,0.00000001144,Philippines (the),PH,2022/11/09,2023/11/06,
0.00047826623,0.00000001505,Philippines (the),PH,2022/11/09,2023/11/06,
0.00049709413,0.00000001548,Philippines (the),PH,2022/11/09,2023/11/06,
0.00039308507,0.00000001009,Philippines (the),PH,2022/11/09,2023/11/06,
0.00105690668,0.00000005471,Philippines (the),PH,2022/11/09,2023/11/06,
0.00094401854,0.00000003327,Philippines (the),PH,2022/11/09,2023/11/06,
0.00155017147,0.00000010851,Philippines (the),PH,2022/11/09,2023/11/06,
0.00036065123,0.00000000892,Philippines (the),PH,2022/11/09,2023/11/06,
0.00085049348,0.00000004415,Philippines (the),PH,2022/11/09,2023/11/06,
0.16573843476,0.00072669181,Philippines (the),PH,2022/11/09,2023/11/06,
0.01308065535,0.00000831530,Philippines (the),PH,2022/11/09,2023/11/06,
0.02042897819,0.00000834361,Philippines (the),PH,2022/11/09,2023/11/06,
0.03428789743,0.00002274714,Philippines (the),PH,2022/11/09,2023/11/06,
0.01268085110,0.00000654349,Philippines (the),PH,2022/11/09,2023/11/06,
0.02337579315,0.00000862915,Philippines (the),PH,2022/11/09,2023/11/06,
0.00217474907,0.00000026448,Philippines (the),PH,2022/11/09,2023/11/06,
0.05836902722,0.00008772394,Philippines (the),PH,2022/11/09,2023/11/06,
0.00331478288,0.00000044386,Philippines (the),PH,2022/11/09,2023/11/06,
0.00189508203,0.00000017402,Philippines (the),PH,2022/11/09,2023/11/06,
0.00364624012,0.00000039638,Philippines (the),PH,2022/11/09,2023/11/06,
0.12421915900,0.00042672832,Philippines (the),PH,2022/11/09,2023/11/06,
0.00385234359,0.00000016236,Philippines (the),PH,2022/11/09,2023/11/06,
0.00359240618,0.00000053084,Philippines (the),PH,2022/11/09,2023/11/06,
0.00197324869,0.00000016533,Philippines (the),PH,2022/11/09,2023/11/06,
0.00099919293,0.00000004392,Philippines (the),PH,2022/11/09,2023/11/06,
0.00799167395,0.00000087273,Philippines (the),PH,2022/11/09,2023/11/06,
0.00234532823,0.00000022637,Philippines (the),PH,2022/11/09,2023/11/06,
0.00128269753,0.00000007999,Philippines (the),PH,2022/11/09,2023/11/06,
0.00260804470,0.00000017321,Philippines (the),PH,2022/11/09,2023/11/06,
0.00336531353,0.00000049371,Philippines (the),PH,2022/11/09,2023/11/06,
0.00197443428,0.00000017359,Philippines (the),PH,2022/11/09,2023/11/06,
0.00494326866,0.00000109389,Philippines (the),PH,2022/11/09,2023/11/06,
0.10505200848,0.00014897706,Philippines (the),PH,2022/11/09,2023/11/06,
0.05616385515,0.00009784913,Philippines (the),PH,2022/11/09,2023/11/06,
0.00389424967,0.00000085652,Philippines (the),PH,2022/11/09,2023/11/06,
0.00120775282,0.00000007122,Philippines (the),PH,2022/11/09,2023/11/06,
0.00457620762,0.00000071513,Philippines (the),PH,2022/11/09,2023/11/06,
0.00855063402,0.00000275762,Philippines (the),PH,2022/11/09,2023/11/06,
0.46374910116,0.00363665746,Philippines (the),PH,2022/11/09,2023/11/06,
0.00722030854,0.00000150527,Philippines (the),PH,2022/11/09,2023/11/06,
0.22243037317,0.00116447373,Philippines (the),PH,2022/11/09,2023/11/06,
0.00266499686,0.00000031676,Philippines (the),PH,2022/11/09,2023/11/06,
0.00531236349,0.00000122735,Philippines (the),PH,2022/11/09,2023/11/06,
0.02491707111,0.00001986434,Philippines (the),PH,2022/11/09,2023/11/06,
0.02192982018,0.00001944593,Philippines (the),PH,2022/11/09,2023/11/06,
0.00302221286,0.00000024535,Philippines (the),PH,2022/11/09,2023/11/06,
0.01541534768,0.00000743355,Philippines (the),PH,2022/11/09,2023/11/06,
0.00499451798,0.00000155639,Philippines (the),PH,2022/11/09,2023/11/06,
0.01936365550,0.00001578604,Philippines (the),PH,2022/11/09,2023/11/06,
0.00465355524,0.00000115713,Philippines (the),PH,2022/11/09,2023/11/06,
0.00411454865,0.00000102053,Philippines (the),PH,2022/11/09,2023/11/06,
0.00548421004,0.00000207871,Philippines (the),PH,2022/11/09,2023/11/06,
0.00797148299,0.00000199420,Philippines (the),PH,2022/11/09,2023/11/06,
0.25079465741,0.00089361167,Philippines (the),PH,2022/11/09,2023/11/06,
0.00638001860,0.00000156611,Philippines (the),PH,2022/11/09,2023/11/06,
0.10267536138,0.00018050978,Philippines (the),PH,2022/11/09,2023/11/06,
0.05447533662,0.00006776334,Philippines (the),PH,2022/11/09,2023/11/06,
0.02005537755,0.00001715683,Philippines (the),PH,2022/11/09,2023/11/06,
0.01495553095,0.00000448211,Philippines (the),PH,2022/11/09,2023/11/06,
0.00288309518,0.00000055841,Philippines (the),PH,2022/11/09,2023/11/06,
0.02486273117,0.00000388550,Philippines (the),PH,2022/11/09,2023/11/06,
0.06501042350,0.00005705730,Philippines (the),PH,2022/11/09,2023/11/06,
0.01188493359,0.00000423933,Philippines (the),PH,2022/11/09,2023/11/06,
0.01017243739,0.00000704482,Philippines (the),PH,2022/11/09,2023/11/06,
0.02932682545,0.00002736861,Philippines (the),PH,2022/11/09,2023/11/06,
0.00198249706,0.00000026942,Philippines (the),PH,2022/11/09,2023/11/06,
0.03660732292,0.00005721398,Philippines (the),PH,2022/11/09,2023/11/06,
0.00540544959,0.00000205077,Philippines (the),PH,2022/11/09,2023/11/06,
0.00328836404,0.00000072457,Philippines (the),PH,2022/11/09,2023/11/06,
0.03083825825,0.00003198320,Philippines (the),PH,2022/11/09,2023/11/06,
0.00803558966,0.00000401555,Philippines (the),PH,2022/11/09,2023/11/06,
0.00531813008,0.00000185892,Philippines (the),PH,2022/11/09,2023/11/06,
0.01145494881,0.00000646710,Philippines (the),PH,2022/11/09,2023/11/06,
0.01582661180,0.00000820477,Philippines (the),PH,2022/11/09,2023/11/06,
0.00668871421,0.00000276789,Philippines (the),PH,2022/11/09,2023/11/06,
0.00654515919,0.00000300350,Philippines (the),PH,2022/11/09,2023/11/06,
0.00580778101,0.00000153081,Philippines (the),PH,2022/11/09,2023/11/06,
0.00156053593,0.00000017378,Philippines (the),PH,2022/11/09,2023/11/06,
0.00418657730,0.00000063728,Philippines (the),PH,2022/11/09,2023/11/06,
0.00552609210,0.00000221655,Philippines (the),PH,2022/11/09,2023/11/06,
0.00772923568,0.00000146241,Philippines (the),PH,2022/11/09,2023/11/06,
0.00160921555,0.00000018414,Philippines (the),PH,2022/11/09,2023/11/06,
0.00477688111,0.00000163913,Philippines (the),PH,2022/11/09,2023/11/06,
0.00280414510,0.00000046007,Philippines (the),PH,2022/11/09,2023/11/06,
0.00453825334,0.00000131689,Philippines (the),PH,2022/11/09,2023/11/06,
0.00414990032,0.00000046246,Philippines (the),PH,2022/11/09,2023/11/06,
0.00338033816,0.00000073202,Philippines (the),PH,2022/11/09,2023/11/06,
0.15056972146,0.00056192050,Philippines (the),PH,2022/11/09,2023/11/06,
0.00235440832,0.00000033155,Philippines (the),PH,2022/11/09,2023/11/06,
0.00270940506,0.00000045273,Philippines (the),PH,2022/11/09,2023/11/06,
0.00268235014,0.00000045076,Philippines (the),PH,2022/11/09,2023/11/06,
0.00275282184,0.00000042841,Philippines (the),PH,2022/11/09,2023/11/06,
0.00534068685,0.00000208616,Philippines (the),PH,2022/11/09,2023/11/06,
0.00864655970,0.00000268192,Philippines (the),PH,2022/11/09,2023/11/06,
0.00225027135,0.00000024214,Philippines (the),PH,2022/11/09,2023/11/06,
0.00139265477,0.00000012410,Philippines (the),PH,2022/11/09,2023/11/06,
0.00592171351,0.00000235811,Philippines (the),PH,2022/11/09,2023/11/06,
0.00224337843,0.00000021726,Philippines (the),PH,2022/11/09,2023/11/06,
0.00583733526,0.00000054955,Philippines (the),PH,2022/11/09,2023/11/06,
0.01190998138,0.00000562674,Philippines (the),PH,2022/11/09,2023/11/06,
0.04086420981,0.00002596755,Philippines (the),PH,2022/11/09,2023/11/06,
0.00368730730,0.00000052260,Philippines (the),PH,2022/11/09,2023/11/06,
0.00839543895,0.00000255057,Philippines (the),PH,2022/11/09,2023/11/06,
0.00396573582,0.00000114671,Philippines (the),PH,2022/11/09,2023/11/06,
0.00324169540,0.00000053139,Philippines (the),PH,2022/11/09,2023/11/06,
0.00415547499,0.00000124052,Philippines (the),PH,2022/11/09,2023/11/06,
0.00451047817,0.00000126474,Philippines (the),PH,2022/11/09,2023/11/06,
0.00558120434,0.00000227056,Philippines (the),PH,2022/11/09,2023/11/06,
0.00696012164,0.00000207790,Philippines (the),PH,2022/11/09,2023/11/06,
0.00892856938,0.00000303391,Philippines (the),PH,2022/11/09,2023/11/06,
0.00796669927,0.00000379980,Philippines (the),PH,2022/11/09,2023/11/06,
0.00642427138,0.00000192768,Philippines (the),PH,2022/11/09,2023/11/06,
0.05925002957,0.00010260889,Philippines (the),PH,2022/11/09,2023/11/06,
0.00324404339,0.00000072643,Philippines (the),PH,2022/11/09,2023/11/06,
0.03380926058,0.00002308639,Philippines (the),PH,2022/11/09,2023/11/06,
0.00756611910,0.00000387430,Philippines (the),PH,2022/11/09,2023/11/06,
0.01444509968,0.00000702404,Philippines (the),PH,2022/11/09,2023/11/06,
0.04663237070,0.00000773760,Philippines (the),PH,2022/11/09,2023/11/06,
0.00607670367,0.00000274740,Philippines (the),PH,2022/11/09,2023/11/06,
0.01236829173,0.00000641681,Philippines (the),PH,2022/11/09,2023/11/06,
0.00730150053,0.00000085639,Philippines (the),PH,2022/11/09,2023/11/06,
0.01617447592,0.00001181392,Philippines (the),PH,2022/11/09,2023/11/06,
0.11927395404,0.00038461502,Philippines (the),PH,2022/11/09,2023/11/06,
0.01338331458,0.00000455805,Philippines (the),PH,2022/11/09,2023/11/06,
0.00511559999,0.00000167824,Philippines (the),PH,2022/11/09,2023/11/06,
0.03786514940,0.00004964751,Philippines (the),PH,2022/11/09,2023/11/06,
0.01714283663,0.00001475655,Philippines (the),PH,2022/11/09,2023/11/06,
0.01980610032,0.00000930993,Philippines (the),PH,2022/11/09,2023/11/06,
0.03480960031,0.00002413616,Philippines (the),PH,2022/11/09,2023/11/06,
0.00984933014,0.00000475347,Philippines (the),PH,2022/11/09,2023/11/06,
0.06511444084,0.00014098680,Philippines (the),PH,2022/11/09,2023/11/06,
0.01593459805,0.00001186095,Philippines (the),PH,2022/11/09,2023/11/06,
0.00703348658,0.00000295957,Philippines (the),PH,2022/11/09,2023/11/06,
0.02708374142,0.00002550692,Philippines (the),PH,2022/11/09,2023/11/06,
0.00806936901,0.00000226679,Philippines (the),PH,2022/11/09,2023/11/06,
0.00829360292,0.00000524148,Philippines (the),PH,2022/11/09,2023/11/06,
0.00969534475,0.00000312614,Philippines (the),PH,2022/11/09,2023/11/06,
0.01956095206,0.00000634570,Philippines (the),PH,2022/11/09,2023/11/06,
0.01728674746,0.00001511830,Philippines (the),PH,2022/11/09,2023/11/06,
0.01825325203,0.00000376219,Philippines (the),PH,2022/11/09,2023/11/06,
0.00815059571,0.00000143972,Philippines (the),PH,2022/11/09,2023/11/06,
0.00734965645,0.00000338395,Philippines (the),PH,2022/11/09,2023/11/06,
0.00708260878,0.00000275113,Philippines (the),PH,2022/11/09,2023/11/06,
0.00176952470,0.00000020008,Philippines (the),PH,2022/11/09,2023/11/06,
0.00298961151,0.00000042379,Philippines (the),PH,2022/11/09,2023/11/06,
0.00831299145,0.00000329517,Philippines (the),PH,2022/11/09,2023/11/06,
0.00936653040,0.00000426035,Philippines (the),PH,2022/11/09,2023/11/06,
0.03362722201,0.00000615777,Philippines (the),PH,2022/11/09,2023/11/06,
0.01109029621,0.00000478327,Philippines (the),PH,2022/11/09,2023/11/06,
0.06194433688,0.00019990605,Philippines (the),PH,2022/11/09,2023/11/06,
0.00990888442,0.00000592240,Philippines (the),PH,2022/11/09,2023/11/06,
0.01411587360,0.00000915622,Philippines (the),PH,2022/11/09,2023/11/06,
0.00627506581,0.00000110056,Philippines (the),PH,2022/11/09,2023/11/06,
0.01256254571,0.00000197868,Philippines (the),PH,2022/11/09,2023/11/06,
0.01507769142,0.00001039368,Philippines (the),PH,2022/11/09,2023/11/06,
0.02981977093,0.00000616114,Philippines (the),PH,2022/11/09,2023/11/06,
0.07651813899,0.00007514114,Philippines (the),PH,2022/11/09,2023/11/06,
0.03734261445,0.00003475709,Philippines (the),PH,2022/11/09,2023/11/06,
0.03367956153,0.00003230842,Philippines (the),PH,2022/11/09,2023/11/06,
0.02614149516,0.00000356142,Philippines (the),PH,2022/11/09,2023/11/06,
0.02541529930,0.00000567252,Philippines (the),PH,2022/11/09,2023/11/06,
0.00346128204,0.00000020108,Philippines (the),PH,2022/11/09,2023/11/06,
0.01012313925,0.00000227057,Philippines (the),PH,2022/11/09,2023/11/06,
0.18694604982,0.00033560186,Philippines (the),PH,2022/11/09,2023/11/06,
0.00583653414,0.00000050493,Philippines (the),PH,2022/11/09,2023/11/06,
0.05795000361,0.00002546601,Philippines (the),PH,2022/11/09,2023/11/06,
0.02554134276,0.00002425347,Philippines (the),PH,2022/11/09,2023/11/06,
0.00510906303,0.00000052274,Philippines (the),PH,2022/11/09,2023/11/06,
0.00853150719,0.00000298557,Philippines (the),PH,2022/11/09,2023/11/06,
0.00627546603,0.00000165779,Philippines (the),PH,2022/11/09,2023/11/06,
0.44853176200,0.00343794889,Philippines (the),PH,2022/11/09,2023/11/06,
0.00525016402,0.00000067399,Philippines (the),PH,2022/11/09,2023/11/06,
0.00996817706,0.00000160014,Philippines (the),PH,2022/11/09,2023/11/06,
0.00819312726,0.00000094997,Philippines (the),PH,2022/11/09,2023/11/06,
0.04126567772,0.00007594270,Philippines (the),PH,2022/11/09,2023/11/06,
0.35884477700,0.00125063459,Philippines (the),PH,2022/11/09,2023/11/06,
0.00373343416,0.00000092015,Philippines (the),PH,2022/11/09,2023/11/06,
0.00364927544,0.00000087731,Philippines (the),PH,2022/11/09,2023/11/06,
0.01798335515,0.00001574564,Philippines (the),PH,2022/11/09,2023/11/06,
0.00735514683,0.00000219411,Philippines (the),PH,2022/11/09,2023/11/06,
0.03133728683,0.00004362592,Philippines (the),PH,2022/11/09,2023/11/06,
0.01077229248,0.00000596296,Philippines (the),PH,2022/11/09,2023/11/06,
0.00730459513,0.00000334937,Philippines (the),PH,2022/11/09,2023/11/06,
0.00795303423,0.00000393304,Philippines (the),PH,2022/11/09,2023/11/06,
0.05233808918,0.00011696712,Philippines (the),PH,2022/11/09,2023/11/06,
0.00691520766,0.00000332867,Philippines (the),PH,2022/11/09,2023/11/06,
0.00564205551,0.00000235252,Philippines (the),PH,2022/11/09,2023/11/06,
0.04942475092,0.00006204087,Philippines (the),PH,2022/11/09,2023/11/06,
0.01226263634,0.00000574852,Philippines (the),PH,2022/11/09,2023/11/06,
0.01439557668,0.00000682338,Philippines (the),PH,2022/11/09,2023/11/06,
0.03732619670,0.00002566581,Philippines (the),PH,2022/11/09,2023/11/06,
0.04264853288,0.00005957985,Philippines (the),PH,2022/11/09,2023/11/06,
0.02189356217,0.00001495689,Philippines (the),PH,2022/11/09,2023/11/06,
0.00662942570,0.00000230621,Philippines (the),PH,2022/11/09,2023/11/06,
0.00301672278,0.00000060536,Philippines (the),PH,2022/11/09,2023/11/06,
0.01995691963,0.00000764429,Philippines (the),PH,2022/11/09,2023/11/06,
0.01149391331,0.00000778327,Philippines (the),PH,2022/11/09,2023/11/06,
0.00153372413,0.00000010338,Philippines (the),PH,2022/11/09,2023/11/06,
0.00307676995,0.00000022300,Philippines (the),PH,2022/11/09,2023/11/06,
0.00667952192,0.00000274775,Philippines (the),PH,2022/11/09,2023/11/06,
0.00737704384,0.00000349689,Philippines (the),PH,2022/11/09,2023/11/06,
0.02006497231,0.00000582602,Philippines (the),PH,2022/11/09,2023/11/06,
0.03355608627,0.00002222831,Philippines (the),PH,2022/11/09,2023/11/06,
0.00130422889,0.00000009629,Philippines (the),PH,2022/11/09,2023/11/06,
0.03783603008,0.00008322438,Philippines (the),PH,2022/11/09,2023/11/06,
0.00209014750,0.00000018440,Philippines (the),PH,2022/11/09,2023/11/06,
0.00984924339,0.00000723482,Philippines (the),PH,2022/11/09,2023/11/06,
0.09103065583,0.00009527158,Philippines (the),PH,2022/11/09,2023/11/06,
0.00436012714,0.00000144271,Philippines (the),PH,2022/11/09,2023/11/06,
0.01081404235,0.00000481430,Philippines (the),PH,2022/11/09,2023/11/06,
0.15596139968,0.00037372150,Philippines (the),PH,2022/11/09,2023/11/06,
0.01083978297,0.00000648480,Philippines (the),PH,2022/11/09,2023/11/06,
0.00389331246,0.00000097044,Philippines (the),PH,2022/11/09,2023/11/06,
0.00365227551,0.00000092760,Philippines (the),PH,2022/11/09,2023/11/06,
0.03795816514,0.00004236007,Philippines (the),PH,2022/11/09,2023/11/06,
3.45487369535,0.05075289286,Philippines (the),PH,2022/11/09,2023/11/06,
0.14902276202,0.00049289221,Philippines (the),PH,2022/11/09,2023/11/06,
0.13076584509,0.00065605191,Philippines (the),PH,2022/11/09,2023/11/06,
